,Image,Labels
3118,train\No_DR\f7defe70afc3.png,No_DR
2843,train\No_DR\d38cf0f4a9af.png,No_DR
2983,train\No_DR\e5f332efcbc7.png,No_DR
1846,train\No_DR\49eb73968c44.png,No_DR
2628,train\No_DR\b43440c6ebe4.png,No_DR
1768,train\No_DR\3e61703b5ab2.png,No_DR
991,train\Moderate\9d98a0b585f2.png,Moderate
687,train\Moderate\4ad6109706e8.png,Moderate
1887,train\No_DR\4eabad7948cf.png,No_DR
1484,train\No_DR\12058bbb8299.png,No_DR
2876,train\No_DR\d807c53c1399.png,No_DR
48,train\Mild\200d947f75db.png,Mild
552,train\Moderate\2a3378bcfbcc.png,Moderate
1752,train\No_DR\3b5dffe159b6.png,No_DR
1447,train\No_DR\0cae727cf119.png,No_DR
2972,train\No_DR\e4b0df29b96f.png,No_DR
370,train\Moderate\000c1434d8d7.png,Moderate
1801,train\No_DR\436e7a7af761.png,No_DR
1474,train\No_DR\1002f3fe38f0.png,No_DR
3605,train\Severe\b019a49787c1.png,Severe
2514,train\No_DR\a73c3d516c59.png,No_DR
341,train\Mild\e580676516b0.png,Mild
90,train\Mild\3dbc90c7ee7d.png,Mild
3045,train\No_DR\ee77763a6afb.png,No_DR
1045,train\Moderate\a804cef3e51f.png,Moderate
3245,train\Proliferate_DR\3ca637fddd56.png,Proliferate_DR
3648,train\Severe\e93394175a19.png,Severe
702,train\Moderate\4ee1ad981a6d.png,Moderate
337,train\Mild\e26d8718ca58.png,Mild
1961,train\No_DR\58eb3809f456.png,No_DR
1506,train\No_DR\1601c939412f.png,No_DR
928,train\Moderate\8cb6b5b2f19c.png,Moderate
439,train\Moderate\13063d1bc4ea.png,Moderate
1527,train\No_DR\18b7e34eab8f.png,No_DR
200,train\Mild\8114d6a160df.png,Mild
2754,train\No_DR\c5a6f432a1ec.png,No_DR
778,train\Moderate\624fb7317106.png,Moderate
2758,train\No_DR\c62cef02efa2.png,No_DR
736,train\Moderate\55034b1dbff2.png,Moderate
1432,train\No_DR\0a4e1a29ffff.png,No_DR
2550,train\No_DR\aaaadb174012.png,No_DR
609,train\Moderate\3aa2b1ce6700.png,Moderate
1388,train\No_DR\03b373718013.png,No_DR
3260,train\Proliferate_DR\4bd941611343.png,Proliferate_DR
1969,train\No_DR\5a0fe0ee4301.png,No_DR
33,train\Mild\172df1330a60.png,Mild
2227,train\No_DR\7fc3a8bb40de.png,No_DR
3130,train\No_DR\f9d52509c571.png,No_DR
1471,train\No_DR\0fc6829da85b.png,No_DR
1951,train\No_DR\57a710de68a4.png,No_DR
451,train\Moderate\15528e740543.png,Moderate
3275,train\Proliferate_DR\5d74f98d62be.png,Proliferate_DR
1826,train\No_DR\46acc506fa61.png,No_DR
964,train\Moderate\9785805af1b8.png,Moderate
3627,train\Severe\ce207b69ff37.png,Severe
1410,train\No_DR\07a0be6b347f.png,No_DR
236,train\Mild\9eaf735cf01f.png,Mild
56,train\Mild\274f5029189b.png,Mild
1217,train\Moderate\d41b33fcb94f.png,Moderate
2737,train\No_DR\c334f8688b77.png,No_DR
3088,train\No_DR\f431f2e119d7.png,No_DR
1668,train\No_DR\2dd28ac497d2.png,No_DR
3358,train\Proliferate_DR\9e3510963315.png,Proliferate_DR
1646,train\No_DR\2a93334f663a.png,No_DR
2677,train\No_DR\ba0107fb1bfd.png,No_DR
3397,train\Proliferate_DR\c1799a6f5c65.png,Proliferate_DR
3172,train\No_DR\ffc04fed30e6.png,No_DR
276,train\Mild\b9b99dad668d.png,Mild
2402,train\No_DR\97d02a9b94f7.png,No_DR
3287,train\Proliferate_DR\64bad93fde3f.png,Proliferate_DR
362,train\Mild\fb6b8200b7f8.png,Mild
1889,train\No_DR\4ec7796df40e.png,No_DR
2627,train\No_DR\b3f31c371e59.png,No_DR
2291,train\No_DR\8846b09384a4.png,No_DR
951,train\Moderate\929cd3867815.png,Moderate
3588,train\Severe\9c52b87d01f1.png,Severe
3378,train\Proliferate_DR\b70cb31b9abb.png,Proliferate_DR
1318,train\Moderate\ee2c2a5f7d0e.png,Moderate
1782,train\No_DR\40dd4e6e4444.png,No_DR
2611,train\No_DR\b0c9a492e068.png,No_DR
861,train\Moderate\7bc2e0fa3f72.png,Moderate
1659,train\No_DR\2cf18033da31.png,No_DR
3129,train\No_DR\f994a3b07935.png,No_DR
1521,train\No_DR\18621b9ca978.png,No_DR
2685,train\No_DR\bb08949dd70a.png,No_DR
3634,train\Severe\d868acdccb5b.png,Severe
3564,train\Severe\7e160c8b611e.png,Severe
17,train\Mild\0ad7f631dedb.png,Mild
2919,train\No_DR\ddb222ff7c1d.png,No_DR
1645,train\No_DR\2a7373eeb352.png,No_DR
3022,train\No_DR\eb175669d789.png,No_DR
3633,train\Severe\d3e884109b45.png,Severe
597,train\Moderate\3748349334f6.png,Moderate
3037,train\No_DR\ed648b9bcd95.png,No_DR
2884,train\No_DR\d8da9de62743.png,No_DR
607,train\Moderate\3a1d3ce00f0c.png,Moderate
2975,train\No_DR\e4dcca36ceb4.png,No_DR
2822,train\No_DR\d16e59a2b33a.png,No_DR
2337,train\No_DR\8f06ca4642bd.png,No_DR
142,train\Mild\58ccba7eec9c.png,Mild
2013,train\No_DR\60aa4e649abf.png,No_DR
3512,train\Severe\39aa3cd93c50.png,Severe
1903,train\No_DR\50915e2329a1.png,No_DR
1514,train\No_DR\1782142e17d9.png,No_DR
3496,train\Severe\2665f72e2dd3.png,Severe
722,train\Moderate\524f240e0c90.png,Moderate
1094,train\Moderate\b3d12069e1c5.png,Moderate
46,train\Mild\1df3e03a8f5f.png,Mild
3554,train\Severe\72595230840c.png,Severe
3611,train\Severe\b6bfe9db60e5.png,Severe
400,train\Moderate\08752092140d.png,Moderate
2056,train\No_DR\67ed8cc78b97.png,No_DR
2263,train\No_DR\847b04287c9c.png,No_DR
2111,train\No_DR\6f3b62e5b7f5.png,No_DR
1989,train\No_DR\5ca73d28f17f.png,No_DR
767,train\Moderate\5e18af29d812.png,Moderate
3481,train\Severe\0f882877bf13.png,Severe
2487,train\No_DR\a2b97d98f130.png,No_DR
1798,train\No_DR\4318b6adeb97.png,No_DR
198,train\Mild\80a02014b418.png,Mild
2198,train\No_DR\7be1b9aa78aa.png,No_DR
2281,train\No_DR\875d2ffcbf47.png,No_DR
1039,train\Moderate\a688f20f8895.png,Moderate
2174,train\No_DR\784d6d302f98.png,No_DR
1817,train\No_DR\44f7f3ef9d50.png,No_DR
2722,train\No_DR\c013e869acce.png,No_DR
2941,train\No_DR\e067b06fd655.png,No_DR
2497,train\No_DR\a44345b27804.png,No_DR
125,train\Mild\52ae917fcea4.png,Mild
3542,train\Severe\6253f23229b1.png,Severe
3439,train\Proliferate_DR\e7d2c2c3b30f.png,Proliferate_DR
939,train\Moderate\8f1e7433a95d.png,Moderate
37,train\Mild\19722bff5a09.png,Mild
2468,train\No_DR\a08a0133754a.png,No_DR
2033,train\No_DR\63e041a757eb.png,No_DR
3228,train\Proliferate_DR\2f7789c1e046.png,Proliferate_DR
2028,train\No_DR\633fe9dbaf39.png,No_DR
297,train\Mild\c7b622ec8104.png,Mild
3140,train\No_DR\fb767cea406c.png,No_DR
1311,train\Moderate\eae901557a84.png,Moderate
2415,train\No_DR\992599744a23.png,No_DR
2727,train\No_DR\c1437a7a52c9.png,No_DR
2516,train\No_DR\a76132e79688.png,No_DR
1174,train\Moderate\c9f0dc2c8b43.png,Moderate
2327,train\No_DR\8e2a3978c244.png,No_DR
2954,train\No_DR\e2265c383348.png,No_DR
1703,train\No_DR\342edf9b889d.png,No_DR
3424,train\Proliferate_DR\de16416220de.png,Proliferate_DR
3154,train\No_DR\fd4c946c52bf.png,No_DR
3403,train\Proliferate_DR\c8d2d32f7f29.png,Proliferate_DR
268,train\Mild\b56340f472d2.png,Mild
1150,train\Moderate\c3e02d4a1798.png,Moderate
2629,train\No_DR\b460ca9fa26f.png,No_DR
3208,train\Proliferate_DR\2017cd92c63d.png,Proliferate_DR
1571,train\No_DR\1e7ccd4a1c87.png,No_DR
730,train\Moderate\541db13517e2.png,Moderate
2703,train\No_DR\be3a7d9e981e.png,No_DR
3472,train\Severe\05cd0178ccfe.png,Severe
2253,train\No_DR\835b9f6e12ba.png,No_DR
40,train\Mild\1b329a127307.png,Mild
2811,train\No_DR\cf8ae5501bd6.png,No_DR
89,train\Mild\3c72f580d4ba.png,Mild
2046,train\No_DR\65f69234c8a7.png,No_DR
3071,train\No_DR\f0e1201b5c1f.png,No_DR
348,train\Mild\ec4649213ccf.png,Mild
1191,train\Moderate\ccd34029493d.png,Moderate
378,train\Moderate\01eb826f6467.png,Moderate
1113,train\Moderate\b9127e38d9b9.png,Moderate
2492,train\No_DR\a34fc5376669.png,No_DR
2713,train\No_DR\bf6cbccacf39.png,No_DR
663,train\Moderate\45ae04cfde5d.png,Moderate
2668,train\No_DR\b8e20c076b03.png,No_DR
3467,train\Proliferate_DR\fdd534271f3d.png,Proliferate_DR
437,train\Moderate\12a82fc7d73e.png,Moderate
210,train\Mild\89ed6a0dd53f.png,Mild
646,train\Moderate\436e1793d240.png,Moderate
2796,train\No_DR\cd01672507c9.png,No_DR
3594,train\Severe\a4d4b69f7404.png,Severe
2751,train\No_DR\c58e5c0c5b33.png,No_DR
2287,train\No_DR\880edb2cdb69.png,No_DR
2145,train\No_DR\75369248dba0.png,No_DR
471,train\Moderate\1a1b4b2450ca.png,Moderate
1543,train\No_DR\1b862fb6f65d.png,No_DR
604,train\Moderate\39923b29988a.png,Moderate
1279,train\Moderate\e3e490babc0c.png,Moderate
3489,train\Severe\19244004583f.png,Severe
1539,train\No_DR\1ab8d3431ffc.png,No_DR
2570,train\No_DR\ace287a5c991.png,No_DR
639,train\Moderate\4246ed634f25.png,Moderate
2393,train\No_DR\96c699221180.png,No_DR
1481,train\No_DR\10f6ef37fe43.png,No_DR
3448,train\Proliferate_DR\ee1ec90b980f.png,Proliferate_DR
3463,train\Proliferate_DR\f8cf7ed8ef00.png,Proliferate_DR
3277,train\Proliferate_DR\5e7db41b3bee.png,Proliferate_DR
2378,train\No_DR\942f544c4e15.png,No_DR
3282,train\Proliferate_DR\61bbc11fe503.png,Proliferate_DR
1511,train\No_DR\165634a6167e.png,No_DR
2135,train\No_DR\73ba798fee25.png,No_DR
1652,train\No_DR\2bb3c492d6d3.png,No_DR
3389,train\Proliferate_DR\bcd503c726ba.png,Proliferate_DR
2622,train\No_DR\b2b79b37d314.png,No_DR
3608,train\Severe\b310bd564329.png,Severe
505,train\Moderate\20688cb25704.png,Moderate
744,train\Moderate\57ce57a8cfb0.png,Moderate
96,train\Mild\4393c5bc576a.png,Mild
86,train\Mild\38e0e28d35d3.png,Mild
844,train\Moderate\76cfe8967f7d.png,Moderate
1819,train\No_DR\45369821d6a3.png,No_DR
3334,train\Proliferate_DR\873dcc0b468f.png,Proliferate_DR
1946,train\No_DR\568455854a11.png,No_DR
1161,train\Moderate\c6a2975228af.png,Moderate
709,train\Moderate\510aa0a898fa.png,Moderate
1881,train\No_DR\4e1e252317b5.png,No_DR
2316,train\No_DR\8bf05909e1e1.png,No_DR
2859,train\No_DR\d6803e467592.png,No_DR
259,train\Mild\ad3fc5076852.png,Mild
715,train\Moderate\51d0034d177d.png,Moderate
462,train\Moderate\188a9323be03.png,Moderate
1953,train\No_DR\57f5ad4b5b29.png,No_DR
701,train\Moderate\4ed31cc07366.png,Moderate
3444,train\Proliferate_DR\eb1d37b71fd1.png,Proliferate_DR
151,train\Mild\5efa24b03d5e.png,Mild
1549,train\No_DR\1ca35d483772.png,No_DR
1137,train\Moderate\bf9cba745efc.png,Moderate
1014,train\Moderate\a15652b22ab8.png,Moderate
2223,train\No_DR\7f2cce721e19.png,No_DR
2718,train\No_DR\bfa30ebf63a8.png,No_DR
1868,train\No_DR\4c6c5a1bf5ab.png,No_DR
1270,train\Moderate\e2161692a0b4.png,Moderate
162,train\Mild\655cafb4c932.png,Mild
2191,train\No_DR\7adfb8fc0621.png,No_DR
1872,train\No_DR\4cf4d528c08e.png,No_DR
2258,train\No_DR\83df53d58f28.png,No_DR
2124,train\No_DR\721214151233.png,No_DR
1816,train\No_DR\44a86263117b.png,No_DR
3281,train\Proliferate_DR\6194e0fff071.png,Proliferate_DR
2482,train\No_DR\a1faeb4d5f10.png,No_DR
181,train\Mild\7347f5133a6a.png,Mild
3311,train\Proliferate_DR\72d98188648f.png,Proliferate_DR
60,train\Mild\2994f17f58a5.png,Mild
2824,train\No_DR\d1a60c3b9fe5.png,No_DR
1600,train\No_DR\237aa50edc34.png,No_DR
3402,train\Proliferate_DR\c6a145742708.png,Proliferate_DR
1788,train\No_DR\415f2d2bd2a1.png,No_DR
3270,train\Proliferate_DR\59fee5bc3479.png,Proliferate_DR
1334,train\Moderate\f3cd489acbee.png,Moderate
2916,train\No_DR\dd285d9e97fe.png,No_DR
150,train\Mild\5cab3ef4b31c.png,Mild
1624,train\No_DR\27933cdbe0cc.png,No_DR
3618,train\Severe\c0a0828e01b4.png,Severe
1925,train\No_DR\5321ab64f9ea.png,No_DR
2568,train\No_DR\ac81fc200162.png,No_DR
819,train\Moderate\6dcde47060f9.png,Moderate
460,train\Moderate\18323d8f2470.png,Moderate
1718,train\No_DR\35beb47fe159.png,No_DR
2957,train\No_DR\e26bcae6c67b.png,No_DR
3269,train\Proliferate_DR\58b866484a05.png,Proliferate_DR
1955,train\No_DR\5814cbd2e9bf.png,No_DR
160,train\Mild\64678182d8a8.png,Mild
294,train\Mild\c4a8f2fcf6e8.png,Mild
1470,train\No_DR\0fbbd665431f.png,No_DR
1091,train\Moderate\b2aaa81cc8f0.png,Moderate
534,train\Moderate\2700754f71e9.png,Moderate
2322,train\No_DR\8d13c46e7d75.png,No_DR
1132,train\Moderate\be21d8b60e2a.png,Moderate
1838,train\No_DR\4926dea289f8.png,No_DR
464,train\Moderate\18d8fdb140b7.png,Moderate
1828,train\No_DR\4731e708ede3.png,No_DR
2267,train\No_DR\84b79243e430.png,No_DR
621,train\Moderate\3dfc50108072.png,Moderate
1382,train\No_DR\0231642cf1c2.png,No_DR
66,train\Mild\2ecbc2e3f239.png,Mild
3453,train\Proliferate_DR\f0f89314e860.png,Proliferate_DR
3555,train\Severe\74eee788edee.png,Severe
1115,train\Moderate\b927a9238434.png,Moderate
3199,train\Proliferate_DR\19ef4d292196.png,Proliferate_DR
1611,train\No_DR\2585bbc91909.png,No_DR
3211,train\Proliferate_DR\21abd36095a1.png,Proliferate_DR
20,train\Mild\0dce95217626.png,Mild
2587,train\No_DR\ae5d31979f19.png,No_DR
1995,train\No_DR\5d5b5da5f939.png,No_DR
2794,train\No_DR\ccd6dcb2f568.png,No_DR
1774,train\No_DR\3f98be586fe3.png,No_DR
2890,train\No_DR\d99dd99be001.png,No_DR
2345,train\No_DR\9039cbfcbb2f.png,No_DR
2476,train\No_DR\a1872f9c0cba.png,No_DR
3409,train\Proliferate_DR\cd972e5639e0.png,Proliferate_DR
1607,train\No_DR\24f271c87e73.png,No_DR
312,train\Mild\cd45bfa07d41.png,Mild
2423,train\No_DR\9a159d4674cd.png,No_DR
1902,train\No_DR\5078caaf1f57.png,No_DR
1685,train\No_DR\315c1a0d87fd.png,No_DR
957,train\Moderate\94dcb491143f.png,Moderate
3514,train\Severe\3e3a3955b9c5.png,Severe
3179,train\Proliferate_DR\0318598cfd16.png,Proliferate_DR
2350,train\No_DR\90a786abe58e.png,No_DR
2176,train\No_DR\789c60cba801.png,No_DR
377,train\Moderate\01c7808d901d.png,Moderate
242,train\Mild\a28bfb772f50.png,Mild
623,train\Moderate\3e6bfc4d5c65.png,Moderate
1641,train\No_DR\29f9e1ac9507.png,No_DR
654,train\Moderate\4478b870e549.png,Moderate
1670,train\No_DR\2ef10194e80d.png,No_DR
896,train\Moderate\857002ed4e49.png,Moderate
2596,train\No_DR\af345c68e836.png,No_DR
2027,train\No_DR\6324d77cf926.png,No_DR
2159,train\No_DR\76cab26493f1.png,No_DR
1675,train\No_DR\2f81ee5f2926.png,No_DR
1595,train\No_DR\22449af52060.png,No_DR
1128,train\Moderate\bda7ff3b1562.png,Moderate
3494,train\Severe\24b87f744598.png,Severe
1628,train\No_DR\28503940d10b.png,No_DR
2413,train\No_DR\991a0b7a8c87.png,No_DR
606,train\Moderate\3a122851e526.png,Moderate
2244,train\No_DR\82088c6734e6.png,No_DR
2240,train\No_DR\8185ce1cdcef.png,No_DR
3102,train\No_DR\f580566e27f5.png,No_DR
3181,train\Proliferate_DR\03a7f4a5786f.png,Proliferate_DR
1845,train\No_DR\49e4b95ee2dc.png,No_DR
1960,train\No_DR\58c12863f33d.png,No_DR
412,train\Moderate\0c2e2369dfff.png,Moderate
2809,train\No_DR\cec299c2a2d5.png,No_DR
1862,train\No_DR\4c17e85686f0.png,No_DR
2936,train\No_DR\dfea19863428.png,No_DR
973,train\Moderate\999115d9386b.png,Moderate
2325,train\No_DR\8d9516ea3587.png,No_DR
2213,train\No_DR\7e9081e95bf6.png,No_DR
1268,train\Moderate\e17507a4a1f5.png,Moderate
10,train\Mild\06b71823f9cd.png,Mild
2365,train\No_DR\92e3d608fd3c.png,No_DR
941,train\Moderate\9033f1493da1.png,Moderate
2865,train\No_DR\d6f6bdfd8011.png,No_DR
110,train\Mild\4da2961e62fe.png,Mild
1007,train\Moderate\a06e41bd2634.png,Moderate
232,train\Mild\98fbe56dcc2c.png,Mild
813,train\Moderate\6c2555a9cae4.png,Moderate
849,train\Moderate\77baa08a1345.png,Moderate
557,train\Moderate\2b074afdf626.png,Moderate
3427,train\Proliferate_DR\df84e7113003.png,Proliferate_DR
3586,train\Severe\9bafbbd152d2.png,Severe
2623,train\No_DR\b2b7ccd34cbd.png,No_DR
1616,train\No_DR\266fbefa58fb.png,No_DR
743,train\Moderate\57a5f1015504.png,Moderate
458,train\Moderate\17eb5d4ad740.png,Moderate
1579,train\No_DR\1f4fb37e0854.png,No_DR
3375,train\Proliferate_DR\b3819a805dca.png,Proliferate_DR
3100,train\No_DR\f5733f77273d.png,No_DR
3080,train\No_DR\f35d80bb1a22.png,No_DR
3333,train\Proliferate_DR\85cbb84ac8e0.png,Proliferate_DR
1825,train\No_DR\462937ece243.png,No_DR
674,train\Moderate\4818672273af.png,Moderate
2455,train\No_DR\9f1b14dfa14c.png,No_DR
779,train\Moderate\62ab144d5cee.png,Moderate
1247,train\Moderate\dbee04ae6426.png,Moderate
2495,train\No_DR\a4012932e18d.png,No_DR
2065,train\No_DR\6966abf40b8c.png,No_DR
3092,train\No_DR\f4c7ae514c54.png,No_DR
2776,train\No_DR\c98f623d08d1.png,No_DR
2786,train\No_DR\cb2201c226d6.png,No_DR
2460,train\No_DR\a02dfd67a925.png,No_DR
3524,train\Severe\4c570172778b.png,Severe
2077,train\No_DR\6b66b0e86f7e.png,No_DR
3580,train\Severe\91b6ebaa3678.png,Severe
1812,train\No_DR\4464bb62bf20.png,No_DR
2781,train\No_DR\cad5b1a82e60.png,No_DR
1245,train\Moderate\daeaa5d8cf70.png,Moderate
2696,train\No_DR\bd375ba756b1.png,No_DR
2241,train\No_DR\81914ceb4e74.png,No_DR
491,train\Moderate\1dfbede13143.png,Moderate
963,train\Moderate\975252e325e3.png,Moderate
2246,train\No_DR\82d364726a58.png,No_DR
1042,train\Moderate\a790a3b36390.png,Moderate
2195,train\No_DR\7b9d519cbd66.png,No_DR
1721,train\No_DR\3601dac9bed7.png,No_DR
1460,train\No_DR\0db1d8dcf219.png,No_DR
2081,train\No_DR\6bf26b777e3a.png,No_DR
3458,train\Proliferate_DR\f5e6226bd2e0.png,Proliferate_DR
513,train\Moderate\22ce8ef69357.png,Moderate
653,train\Moderate\441affbe99aa.png,Moderate
424,train\Moderate\0fcfc6301f3d.png,Moderate
2363,train\No_DR\9287e57326d0.png,No_DR
578,train\Moderate\308f7fce6f0d.png,Moderate
3317,train\Proliferate_DR\7a238a1d3cf3.png,Proliferate_DR
340,train\Mild\e55188915f9d.png,Mild
179,train\Mild\71f6a6e4620a.png,Mild
707,train\Moderate\50d8a8fb7737.png,Moderate
2715,train\No_DR\bf7b4eae7ad0.png,No_DR
3043,train\No_DR\ee3f5cf52188.png,No_DR
585,train\Moderate\32a3eb37ff40.png,Moderate
2032,train\No_DR\63c7b0265775.png,No_DR
2469,train\No_DR\a0adbe677508.png,No_DR
3455,train\Proliferate_DR\f2d2a0c92034.png,Proliferate_DR
3226,train\Proliferate_DR\2df07eb5779f.png,Proliferate_DR
157,train\Mild\63363410389a.png,Mild
2725,train\No_DR\c0a117de7d0a.png,No_DR
183,train\Mild\7427dedafccf.png,Mild
858,train\Moderate\79be2ff796bf.png,Moderate
3099,train\No_DR\f56ff0440ed1.png,No_DR
3249,train\Proliferate_DR\408ea9d5e082.png,Proliferate_DR
2548,train\No_DR\aa8a1e814811.png,No_DR
3015,train\No_DR\ea6a53e54d0f.png,No_DR
1074,train\Moderate\ae1344610ebe.png,Moderate
1384,train\No_DR\02358b47ea89.png,No_DR
3237,train\Proliferate_DR\3810040096cb.png,Proliferate_DR
3078,train\No_DR\f2c0b41acd05.png,No_DR
2846,train\No_DR\d3e56584a481.png,No_DR
2006,train\No_DR\5eb8fb1aad41.png,No_DR
2527,train\No_DR\a8854768549f.png,No_DR
3632,train\Severe\d2ffe9287dc7.png,Severe
620,train\Moderate\3ddb86eb530e.png,Moderate
2208,train\No_DR\7da558d92100.png,No_DR
971,train\Moderate\98f7136d2e7a.png,Moderate
1404,train\No_DR\0709652336e2.png,No_DR
1336,train\Moderate\f460608cf4cc.png,Moderate
887,train\Moderate\83b61051737f.png,Moderate
2869,train\No_DR\d78b7401096f.png,No_DR
2790,train\No_DR\cbc23af521f3.png,No_DR
2736,train\No_DR\c2f3281cf528.png,No_DR
2255,train\No_DR\838b3e4d0bb4.png,No_DR
2425,train\No_DR\9a56cfb980ec.png,No_DR
524,train\Moderate\246e4506824a.png,Moderate
99,train\Mild\47d1603a555b.png,Mild
2075,train\No_DR\6b3860e8f64f.png,No_DR
322,train\Mild\d567a1a22d33.png,Mild
1361,train\Moderate\fe37f4492920.png,Moderate
2215,train\No_DR\7ec0e61a7e29.png,No_DR
3570,train\Severe\86d6808f0609.png,Severe
2242,train\No_DR\8191ae701985.png,No_DR
1653,train\No_DR\2c77bf969079.png,No_DR
2044,train\No_DR\65e6f1bd9875.png,No_DR
140,train\Mild\587146a55885.png,Mild
558,train\Moderate\2b07790a2422.png,Moderate
1780,train\No_DR\405085b53d7b.png,No_DR
1664,train\No_DR\2d558de2cabe.png,No_DR
211,train\Mild\8a01daa423f7.png,Mild
2456,train\No_DR\9f285b3e57ed.png,No_DR
319,train\Mild\d1cad012a254.png,Mild
2953,train\No_DR\e1dc02a3dc2a.png,No_DR
3087,train\No_DR\f42b693a9414.png,No_DR
1019,train\Moderate\a2d349f567a6.png,Moderate
721,train\Moderate\523ff163211b.png,Moderate
3447,train\Proliferate_DR\ed3a0fc5b546.png,Proliferate_DR
2486,train\No_DR\a2811f512c1c.png,No_DR
1143,train\Moderate\c05b7b4c22fe.png,Moderate
3610,train\Severe\b5834ee64541.png,Severe
3120,train\No_DR\f819c65b803c.png,No_DR
1333,train\Moderate\f3b6b7ca1eb1.png,Moderate
2889,train\No_DR\d99b0f7dd9b9.png,No_DR
